 gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_1_z, gaze_angle_x, gaze_angle_y, eye_0_distace, eye_1_distace, eye_lmk_Z_11, eye_lmk_Z_17, eye_lmk_Z_39, eye_lmk_Z_45, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, X_0, X_4, X_8, X_12, X_16, Y_0, Y_4, Y_8, Y_12, Y_16, Z_0, Z_4, Z_8, Z_12, Z_16, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, U10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
0.052174550250980174,0.2051422077251194,0.8715107607074408,0.015877683034402106,0.4840263027728476,0.9990853857712257,0.03389830508474578,0.2985074626865674,1.0,0.8333333333333314,0.5396825396825404,0.5314136125654448,0.23880597014925328,0.23645320197044412,0.19852941176470607,0.4883720930232532,0.7209302325581373,0.6065573770491806,0.9900990099009901,0.050505050505050546,0.15463917525773194,0.48809523809523814,0.47863247863247865,0.38392857142857156,0.12962962962962887,1.0,0.9210526315789446,0.3035714285714268,0.24218750000000155,0.20408163265306098,0.9600000000000061,0.9365079365079312,0.6964285714285716,0.04716981132075512,0.3134328358208968,0.8260869565217391,0.0,0.1904761904761905,0.0,,0.8311688311688311,0.0,,0.0,0.0,0.7547169811320755,0.5714285714285714,0.0,0.0,0.36633663366336633,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,1.0,0.0,,1.0,,,0.0
0.0,0.24432866441338397,0.8536117621990219,0.0,0.5049026739212665,1.0,0.0,0.3283582089552237,0.9230769230769164,0.8333333333333314,0.5291005291005304,0.5209424083769637,0.19154228855721397,0.19211822660098565,0.16911764705882382,0.44186046511627924,0.6744186046511675,0.5245901639344265,1.0,0.18181818181818182,0.1855670103092784,0.44047619047619047,0.2991452991452991,0.3749999999999994,0.11111111111111141,0.7142857142857127,0.6578947368421033,0.2500000000000013,0.4140625000000005,0.1768707482993201,0.8466666666666697,0.888888888888891,0.6250000000000038,0.08490566037735707,0.26865671641791034,0.2608695652173913,0.0,0.28571428571428575,0.06097560975609757,,0.7922077922077921,0.0,,0.0,0.0,0.6415094339622641,0.4725274725274725,0.0,0.10526315789473685,0.4158415841584158,0.017857142857142856,0.0,,0.0,,0.0,,,,,,0.0,0.0,1.0,0.0,,1.0,,,1.0
0.06102297292346,0.19526810620931934,0.8777612046310054,0.07030611911529336,0.4531554598620848,0.9658326255961363,0.05084745762711915,0.283582089552239,0.9230769230769272,0.8333333333333314,0.44179894179894136,0.4345549738219909,0.11691542288557205,0.11822660098522206,0.16911764705882382,0.44186046511627924,0.7131782945736482,0.4918032786885248,0.9009900990099009,0.2525252525252526,0.1855670103092784,0.3571428571428572,0.264957264957265,0.31250000000000033,0.18518518518518656,0.6233766233766235,0.4736842105263174,0.3035714285714268,0.5703125000000003,0.25170068027210973,0.7933333333333394,0.8492063492063513,0.6964285714285716,0.22641509433962245,0.4253731343283587,0.0,0.0,0.3492063492063493,0.0975609756097561,,0.7272727272727273,0.0,,0.0,0.0,0.37735849056603776,0.3516483516483516,0.0,0.1754385964912281,0.3465346534653465,0.017857142857142856,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,,,0.0
0.059539075953541014,0.18839018198456184,0.884935009588745,0.10835048515142646,0.44716168640344484,0.9312079440778747,0.08474576271186447,0.283582089552239,0.9230769230769164,0.750000000000003,0.4021164021164017,0.3952879581151845,0.08208955223880497,0.08128078817734025,0.15441176470588244,0.3720930232558117,0.6511627906976738,0.47540983606557397,0.8613861386138616,0.303030303030303,0.1855670103092784,0.3095238095238096,0.2222222222222223,0.25,0.19444444444444528,0.5454545454545464,0.30263157894736903,0.32142857142856873,0.6171874999999999,0.26530612244897966,0.7066666666666682,0.7539682539682526,0.6517857142857142,0.2075471698113161,0.4253731343283587,0.0,0.0,0.365079365079365,0.21951219512195122,,0.6233766233766234,0.0,,0.0,0.0,0.1320754716981132,0.12087912087912088,0.0,0.33333333333333337,0.25742574257425743,0.0,0.0,,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,,,0.0
0.07998387865020327,0.16111463699024442,0.9040414802187666,0.1363161161749815,0.4209752975064738,0.9229110864310544,0.10169491525423784,0.2537313432835819,0.8461538461538436,0.8333333333333314,0.40740740740740816,0.4005235602094236,0.09701492537313393,0.09852216748768482,0.14705882352941174,0.3255813953488377,0.6279069767441889,0.40983606557377067,0.8316831683168319,0.3333333333333333,0.1855670103092784,0.28571428571428575,0.17948717948717957,0.20535714285714282,0.2222222222222215,0.4935064935064939,0.2368421052631587,0.3571428571428575,0.6718750000000012,0.27891156462584965,0.6533333333333379,0.6825396825396831,0.6250000000000038,0.1886792452830205,0.4552238805970135,0.0,0.0,0.22222222222222218,0.2926829268292683,,0.7922077922077921,0.0,,0.0,0.0,0.0,0.06593406593406594,0.0,0.4736842105263159,0.19801980198019803,0.03571428571428571,0.0,,1.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,,,0.0
0.0734071007217965,0.14533673785662654,0.9219404787271854,0.14611715508510578,0.40279030521691045,0.9270921800483506,0.10169491525423784,0.22388059701492555,0.8461538461538436,0.8333333333333314,0.38095238095238176,0.3743455497382194,0.07462686567164192,0.07389162561576361,0.1323529411764709,0.2790697674418637,0.5736434108527124,0.37704918032786905,0.811881188118812,0.35353535353535354,0.17525773195876315,0.25000000000000006,0.15384615384615358,0.17857142857142874,0.21296296296296274,0.4415584415584413,0.14473684210526572,0.33928571428571563,0.6953124999999998,0.28571428571428653,0.5933333333333394,0.6190476190476143,0.5624999999999993,0.14150943396226537,0.4179104477611929,0.0,0.0,0.12698412698412695,0.41463414634146345,,0.5974025974025974,0.0,,0.0,0.0,0.0,0.0,0.0,0.5964912280701755,0.21782178217821782,0.03571428571428571,0.0,,1.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,,,0.0
0.0738834133294248,0.1919619795433414,0.8761985936501221,0.1431115031526682,0.44596875090924987,0.8966485921473851,0.10169491525423784,0.283582089552239,0.9230769230769164,0.8333333333333314,0.39153439153439173,0.3874345549738215,0.07960199004975109,0.07881773399014758,0.1102941176470588,0.2558139534883701,0.5581395348837255,0.47540983606557397,0.811881188118812,0.3434343434343434,0.12371134020618585,0.19047619047619052,0.15384615384615358,0.16964285714285654,0.18518518518518656,0.40259740259740096,0.07894736842105539,0.32142857142856873,0.6875000000000002,0.27891156462584965,0.5800000000000031,0.6269841269841241,0.5803571428571463,0.15094339622640782,0.3955223880597039,0.0,0.0,0.09523809523809525,0.5,,0.35064935064935066,0.0,,0.0,0.0,0.0,0.0,0.0,0.6315789473684211,0.26732673267326734,0.05357142857142856,0.0,,1.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,,,0.0
0.06906532810610747,0.1579856242528008,0.9110732296327846,0.15706164853474527,0.4129448049114027,0.9080812700071902,0.10169491525423784,0.23880597014925392,0.9230769230769164,0.8333333333333314,0.3492063492063488,0.3455497382198941,0.024875621890547307,0.024630541871921204,0.09558823529411795,0.2093023255813961,0.5348837209302317,0.44262295081967235,0.8019801980198018,0.35353535353535354,0.12371134020618585,0.1785714285714286,0.12820512820512817,0.13392857142857156,0.18518518518518656,0.38961038961038874,0.039473684210527694,0.3035714285714268,0.6875000000000002,0.27891156462584965,0.560000000000006,0.5952380952380941,0.5624999999999993,0.12264150943395903,0.4029850746268697,0.0,0.0,0.3015873015873016,0.43902439024390244,,0.24675324675324675,0.0,,0.0,0.0,0.0,0.0,0.0,0.6140350877192983,0.26732673267326734,0.07142857142857142,0.0,,1.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,,,0.0
0.08238376140402305,0.14967602910572275,0.9144115349101495,0.1363977914992326,0.41557799179493166,0.9270268504605784,0.10169491525423784,0.23880597014925392,0.8461538461538436,0.8333333333333433,0.34656084656084557,0.3429319371727761,0.02736318407960119,0.027093596059113885,0.06617647058823518,0.18604651162790914,0.5193798449612448,0.40983606557377067,0.811881188118812,0.3434343434343434,0.08247422680412378,0.14285714285714288,0.09401709401709411,0.09821428571428531,0.15740740740740772,0.40259740259740096,0.052631578947369015,0.2678571428571431,0.6796875000000008,0.25850340136054467,0.5400000000000015,0.5555555555555546,0.5267857142857154,0.07547169811320391,0.3731343283582064,0.0,0.0,0.46031746031746035,0.45121951219512196,,0.4805194805194805,0.0,,0.0,0.0,0.0,0.0,0.0,0.6491228070175439,0.31683168316831684,0.07142857142857142,0.0,,1.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,,,0.0
0.06481515406880886,0.16132126990686785,0.9094395908800406,0.14814270312653172,0.4296022578486427,0.9041614947409682,0.10169491525423784,0.2537313432835819,0.8461538461538436,0.8333333333333314,0.3253968253968256,0.3219895287958109,0.0049751243781091786,0.0073891625615766406,0.05147058823529432,0.13953488372092854,0.4728682170542662,0.4262295081967215,0.8217821782178216,0.3333333333333333,0.07216494845360853,0.15476190476190485,0.08547008547008544,0.08035714285714218,0.12037037037037014,0.3766233766233765,0.052631578947369015,0.2500000000000013,0.6640624999999994,0.23129251700680284,0.5066666666666682,0.5238095238095247,0.464285714285711,0.028301886792448782,0.32835820895522844,0.0,0.0,0.5555555555555556,0.5,,0.6363636363636364,0.0,,0.0,0.0,0.0,0.0,0.0,0.6491228070175439,0.3465346534653465,0.05357142857142856,0.0,,1.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,,,0.0
0.08373942036419581,0.16449456112644473,0.8993536472760852,0.1574210199614493,0.4334865722016933,0.8917488730646167,0.11864406779661026,0.2537313432835819,0.8461538461538436,0.8333333333333314,0.37037037037037174,0.3664921465968593,0.04975124378109461,0.051724137931035086,0.05147058823529432,0.18604651162790914,0.5348837209302317,0.40983606557377067,0.811881188118812,0.3434343434343434,0.05154639175257732,0.11904761904761904,0.06837606837606812,0.07142857142857124,0.12037037037037014,0.40259740259740096,0.06578947368421033,0.2678571428571431,0.6718750000000012,0.2448979591836728,0.5466666666666697,0.5873015873015844,0.535714285714289,0.1037735849056527,0.3880597014925381,0.0,0.0,0.46031746031746035,0.6463414634146342,,0.7532467532467532,0.0,,0.0,0.0,0.0,0.0,0.0,0.7017543859649124,0.4059405940594059,0.0,0.0,,1.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,,,0.0
0.07926940973876083,0.18326863755110523,0.8826621208892692,0.16444509784703873,0.4496348453548259,0.8722153263212933,0.11864406779661026,0.283582089552239,0.9230769230769164,0.8333333333333314,0.38888888888888845,0.38219895287958244,0.06467661691542215,0.06650246305418697,0.036764705882352935,0.18604651162790914,0.5116279069767469,0.44262295081967235,0.811881188118812,0.3434343434343434,0.04123711340206207,0.09523809523809532,0.05128205128205139,0.05357142857142812,0.09259259259259262,0.38961038961038874,0.052631578947369015,0.32142857142856873,0.6796875000000008,0.23809523809523783,0.5200000000000046,0.5555555555555546,0.5267857142857154,0.07547169811320391,0.3432835820895516,0.0,0.08108108108108109,0.38095238095238093,0.5853658536585366,,0.5974025974025974,0.0,,0.0,0.0,0.0,0.0,0.07142857142857142,0.6666666666666667,0.2871287128712871,0.0,0.0,,1.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,1.0,,,0.0
