Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y
362.14398193359375,473.17279052734375,472.13323974609375,365.24371337890625,442.62274169921875,474.21234130859375,357.87432861328125,461.04632568359375,394.721435546875,383.66729736328125,346.8201904296875,464.6497802734375,365.24371337890625,376.502197265625,343.62890625,335.3154296875,371.410888671875,350.8111267089844,355.13128662109375,353.96947479248047,237.0218048095703,336.9939880371094,292.7774353027344,470.9171447753906,336.9939880371094,410.6882629394531,303.8315734863281,300.1468505859375,410.6882629394531,220.04737854003906,292.7774353027344,300.5579833984375,329.425048828125,380.8282470703125,301.70965576171875,417.87371826171875
363.2340087890625,475.55226135253906,475.614501953125,368.1356201171875,449.576904296875,475.4900207519531,357.235107421875,460.6824951171875,394.04876708984375,382.943115234375,345.92431640625,453.27880859375,375.53936767578125,376.7547302246094,343.135498046875,334.9985656738281,373.42156982421875,350.2083740234375,356.0766906738281,356.7987289428711,239.34190368652344,333.5841979980469,389.11236572265625,474.25555419921875,340.60028076171875,411.3236389160156,303.96917724609375,300.2673034667969,411.3236389160156,385.41046142578125,344.6898193359375,300.65924072265625,329.7328796386719,381.3319091796875,301.3865661621094,418.80999755859375
361.6373596191406,475.8367462158203,473.839599609375,364.4957275390625,441.273193359375,477.8338928222656,470.5216979980469,455.8974609375,393.7442626953125,382.77606201171875,346.21533203125,459.55352783203125,364.4957275390625,375.74249267578125,343.44146728515625,335.2892761230469,370.70184326171875,350.49285888671875,357.8323974609375,358.79107666015625,237.83953857421875,337.1558532714844,293.28302001953125,479.74261474609375,220.1615753173828,406.6211853027344,304.251220703125,304.251220703125,410.27728271484375,216.50550842285156,293.28302001953125,301.0047912597656,329.63360595703125,381.2117919921875,302.39190673828125,417.57904052734375
361.0042419433594,474.93568420410156,474.8947448730469,368.0782775878906,449.3333435058594,474.97662353515625,359.32421875,460.41357421875,393.9321594238281,382.8518981933594,345.9178161621094,460.41357421875,367.7772216796875,376.06304931640625,343.049560546875,335.0294494628906,369.8870849609375,350.02972412109375,355.92352294921875,355.3001480102539,236.22914123535156,333.389404296875,388.79058837890625,474.37115478515625,340.39984130859375,410.9510498046875,303.84210205078125,300.1487121582031,410.9510498046875,215.20021057128906,290.138671875,301.617431640625,329.9468688964844,381.89935302734375,300.93133544921875,417.7886962890625
360.899658203125,473.5182189941406,471.12152099609375,363.83599853515625,446.9913330078125,475.9149169921875,358.7412414550781,454.22216796875,373.31890869140625,381.91326904296875,345.7587890625,457.837646484375,367.45147705078125,376.41925048828125,342.34527587890625,334.50543212890625,372.5086364746094,350.1700439453125,354.82330322265625,354.25370025634766,236.9628448486328,326.9266662597656,392.00469970703125,471.5445556640625,346.4015808105469,406.46649169921875,303.49188232421875,305.2339782714844,413.6973876953125,218.46322631835938,294.38763427734375,305.12677001953125,330.4861755371094,381.2107849121094,303.1142578125,417.29461669921875
363.4695739746094,377.0393981933594,377.0393981933594,358.68023681640625,357.88201904296875,377.0393981933594,390.60919189453125,361.0749206542969,355.4873352050781,374.64471435546875,380.2322998046875,377.0393981933594,375.4429626464844,354.6891174316406,356.28558349609375,357.08380126953125,357.08380126953125,361.0749206542969,188.54185485839844,185.74805450439453,155.01641845703125,184.55072021484375,180.55960083007812,216.4796905517578,206.10276794433594,209.29566955566406,176.5684814453125,151.8235321044922,153.41998291015625,214.88323974609375,152.6217498779297,186.9453887939453,182.9542694091797,195.72586059570312,174.97203063964844,206.10276794433594
363.6475524902344,377.8615417480469,378.26763916015625,372.5820617675781,360.3986511230469,377.4554443359375,388.82659912109375,357.96197509765625,354.71307373046875,375.8309631347656,359.58642578125,377.4554443359375,356.3375244140625,361.21087646484375,356.3375244140625,357.1497497558594,356.3375244140625,361.21087646484375,189.09681701660156,186.6601333618164,155.7954864501953,154.17103576660156,194.78240966796875,217.5247802734375,206.15359497070312,208.5902862548828,176.9134063720703,153.3588104248047,189.90904235839844,215.0880889892578,211.02696228027344,176.9134063720703,183.41122436523438,196.4068603515625,176.10118103027344,206.9658203125
363.71142578125,377.62530517578125,377.62530517578125,358.8006591796875,357.982177734375,377.62530517578125,389.08380126953125,357.982177734375,374.3514404296875,375.169921875,357.982177734375,377.62530517578125,373.5329895019531,361.25604248046875,356.3452453613281,357.1637268066406,356.3452453613281,360.43756103515625,188.23609924316406,186.18994903564453,155.49757385253906,184.14378356933594,194.7838134765625,216.88232421875,205.42384338378906,208.69769287109375,192.3284149169922,150.5867919921875,189.87303161621094,215.2454071044922,156.31602478027344,176.77761840820312,183.32533264160156,195.60227966308594,175.1407012939453,206.24229431152344
363.8765563964844,377.9161376953125,377.9161376953125,358.9214172363281,360.5731506347656,377.9161376953125,389.4781188964844,361.39898681640625,355.6180114746094,379.5678405761719,358.9214172363281,353.9662780761719,374.6127014160156,361.39898681640625,356.44384765625,357.26971435546875,356.44384765625,361.39898681640625,189.0643768310547,186.58679962158203,156.03012084960938,185.7609405517578,194.84536743164062,217.1434783935547,205.5814971923828,209.7107696533203,176.67652893066406,151.9008331298828,189.89022827148438,181.6316680908203,156.03012084960938,176.67652893066406,184.10923767089844,196.49708557128906,175.8506622314453,207.23321533203125
363.69091796875,377.5557861328125,377.5557861328125,358.79742431640625,357.9818420410156,377.5557861328125,388.9739074707031,357.9818420410156,373.4778747558594,379.18695068359375,357.9818420410156,377.5557861328125,373.4778747558594,361.2441711425781,356.3506774902344,356.3506774902344,356.3506774902344,360.4285888671875,188.2986602783203,186.25970458984375,155.67543029785156,184.2207489013672,194.8233184814453,216.84397888183594,205.4258575439453,208.6881866455078,192.37657165527344,152.41310119628906,189.92982482910156,215.21282958984375,156.4910125732422,176.8805389404297,183.40516662597656,196.4544677734375,175.24937438964844,206.24143981933594
