Nose_x,Nose_y,Neck_x,Neck_y,RShoulder_x,RShoulder_y,RElbow_x,RElbow_y,RWrist_x,RWrist_y,LShoulder_x,LShoulder_y,LElbow_x,LElbow_y,LWrist_x,LWrist_y,RHip_x,RHip_y,RKnee_x,RKnee_y,RAnkle_x,RAnkle_y,LHip_x,LHip_y,LKnee_x,LKnee_y,LAnkle_x,LAnkle_y,REye_x,REye_y,LEye_x,LEye_y,REar_x,REar_y,LEar_x,LEar_y
357.97552490234375,460.95970153808594,473.9471435546875,331.4564208984375,361.5250244140625,447.9722595214844,350.2492980957031,354.00787353515625,365.2835998535156,365.2835998535156,320.9478454589844,637.7802124023438,369.04217529296875,342.7321472167969,335.6104736328125,335.60504150390625,363.1221923828125,357.890625,370.6978759765625,378.7692337036133,233.4770050048828,328.61566162109375,400.028564453125,524.0614624023438,351.1670837402344,422.58001708984375,317.33990478515625,294.7884826660156,337.8204040527344,556.0093994140625,418.8214416503906,298.54705810546875,344.2420654296875,397.1357727050781,303.582275390625,422.54241943359375
357.54742431640625,460.86293029785156,473.5903625488281,330.982666015625,361.21563720703125,448.135498046875,349.8782958984375,455.6937255859375,368.77392578125,364.99481201171875,315.86614990234375,631.4229736328125,368.77392578125,342.32000732421875,335.1673583984375,336.20550537109375,363.780517578125,357.4977111816406,371.5966491699219,380.5842056274414,236.13624572753906,328.5177917480469,400.3211364746094,525.0321655273438,351.1925354003906,400.3211364746094,328.5177917480469,294.50567626953125,339.8551330566406,557.1547241210938,419.2167663574219,298.2847900390625,345.9786682128906,396.9587097167969,303.3680419921875,422.04058837890625
356.431396484375,452.0631103515625,473.79974365234375,340.9158935546875,333.46502685546875,430.32647705078125,471.3063049316406,352.09222412109375,368.20391845703125,363.2685546875,352.09222412109375,625.9120483398438,366.9940185546875,337.1904602050781,334.17193603515625,337.1702880859375,364.574951171875,359.05731201171875,372.72198486328125,376.927001953125,236.15625,357.5037841796875,372.4055480957031,517.69775390625,238.28968811035156,420.8362731933594,306.9585266113281,294.17132568359375,338.8765869140625,553.0894165039062,417.11083984375,335.1511535644531,345.33270263671875,397.0721435546875,304.8800964355469,421.0248107910156
356.29547119140625,454.9860534667969,474.11236572265625,340.5990295410156,357.78887939453125,435.8597412109375,352.03033447265625,454.9118957519531,367.55712890625,363.46160888671875,313.926025390625,632.0968627929688,367.27203369140625,336.7886047363281,334.8153076171875,336.8012390136719,364.5350341796875,359.46917724609375,373.06085205078125,382.1821594238281,234.831787109375,361.8736572265625,402.1882629394531,529.5325317382812,350.4423828125,399.97796630859375,307.21295166015625,293.2859802246094,335.20068359375,558.1107788085938,419.0301513671875,335.20068359375,346.421142578125,397.7273864746094,304.3919677734375,421.88397216796875
356.1102294921875,452.62022399902344,473.73046875,340.4436340332031,336.6492004394531,431.5099792480469,474.8155517578125,348.0325012207031,367.4649658203125,363.2102355957031,363.2102355957031,630.7175903320312,367.0046691894531,336.6492004394531,336.654296875,336.65435791015625,364.3446960449219,359.2677307128906,372.8089599609375,377.84549713134766,234.71412658691406,361.61077880859375,372.9940185546875,520.9768676757812,239.81834411621094,426.1160888671875,306.9298400878906,293.31103515625,414.7327880859375,557.02392578125,418.5272216796875,335.04974365234375,346.2117004394531,397.4351806640625,304.25140380859375,422.08892822265625
356.4996337890625,454.1669158935547,474.11175537109375,341.5731201171875,334.1612243652344,434.2220764160156,475.17156982421875,348.98504638671875,368.1569519042969,363.8088684082031,315.6314392089844,625.078857421875,352.44659423828125,337.8671875,335.4314880371094,335.415771484375,364.5730285644531,360.9907531738281,372.8128662109375,377.832763671875,234.9482421875,357.6551513671875,372.4789733886719,520.71728515625,238.029541015625,424.3623962402344,307.2266845703125,294.6538391113281,339.1253356933594,552.2178955078125,302.41619873046875,335.4194030761719,346.64764404296875,398.9706726074219,303.4432373046875,420.92169189453125
357.4454345703125,461.23870849609375,474.63153076171875,338.17816162109375,368.4326171875,447.84588623046875,345.741455078125,353.30474853515625,391.1212158203125,360.8680419921875,345.741455078125,436.50091552734375,379.7762451171875,338.17816162109375,334.8050537109375,335.89385986328125,362.7177734375,364.07623291015625,374.5162353515625,410.46094512939453,237.4660186767578,330.085693359375,406.3590087890625,583.4558715820312,360.3388366699219,435.97174072265625,299.83251953125,299.83251953125,364.1204833984375,367.90216064453125,420.84515380859375,345.2122802734375,345.7840270996094,399.34197998046875,303.5384521484375,423.7095031738281
356.656982421875,459.0151062011719,473.69781494140625,341.88433837890625,356.519775390625,444.3323974609375,469.9444580078125,352.86090087890625,352.86090087890625,140.6469268798828,316.27227783203125,621.7871704101562,382.13177490234375,341.88433837890625,334.43402099609375,335.5045166015625,361.84130859375,360.53094482421875,375.23468017578125,377.53072357177734,237.1028289794922,356.96868896484375,397.2161865234375,517.9586181640625,243.5439910888672,411.85162353515625,331.3566589355469,345.99212646484375,338.6744079589844,549.0589599609375,422.82818603515625,298.42694091796875,345.9713134765625,398.5174560546875,305.5949401855469,422.0068359375
356.25384521484375,451.11122131347656,475.1972351074219,340.85662841796875,357.7887878417969,427.02520751953125,352.09600830078125,453.25042724609375,368.4822692871094,363.33538818359375,314.63140869140625,627.4608764648438,367.08184814453125,337.11016845703125,334.80230712890625,334.79052734375,362.6272888183594,359.4291687011719,373.50738525390625,379.8496551513672,236.66104125976562,358.19403076171875,402.4344482421875,523.0382690429688,354.44757080078125,399.40509033203125,306.2026062011719,294.50421142578125,339.46173095703125,554.8831787109375,418.13739013671875,335.71527099609375,346.84619140625,399.07867431640625,302.878173828125,421.7442626953125
356.05633544921875,460.82310485839844,475.2496643066406,343.4228820800781,354.8644104003906,446.39654541015625,474.92474365234375,351.0505676269531,368.30914306640625,362.4920654296875,362.4920654296875,631.36767578125,366.305908203125,351.0505676269531,335.44573974609375,336.50994873046875,363.2198486328125,362.9363708496094,373.65203857421875,376.88289642333984,235.10374450683594,358.4808349609375,400.43304443359375,518.6620483398438,234.23670959472656,427.1298828125,306.9305114746094,293.64556884765625,415.68841552734375,558.7073364257812,419.50225830078125,354.6669921875,346.9493408203125,398.3514404296875,304.8375244140625,422.43304443359375
355.92657470703125,471.965576171875,475.589111328125,347.3428649902344,351.8622741699219,468.342041015625,476.1484375,351.2460632324219,362.9556579589844,362.9556579589844,359.0524597167969,638.1311645507812,366.8588562011719,331.7300720214844,334.87213134765625,335.962158203125,363.245849609375,360.6813049316406,374.2506103515625,378.5096664428711,233.80296325683594,351.4756774902344,404.79937744140625,523.2163696289062,238.28292846679688,429.5396423339844,316.346923828125,292.927734375,417.8300476074219,564.2000122070312,421.7332458496094,363.1852722167969,346.98858642578125,399.5200500488281,303.94647216796875,421.55029296875
356.24542236328125,472.0945739746094,474.4889221191406,351.9527282714844,340.177978515625,469.7002258300781,477.61822509765625,352.04302978515625,367.65240478515625,363.72747802734375,359.8025817871094,640.4340209960938,367.65240478515625,332.3281555175781,333.21685791015625,336.3472900390625,361.55780029296875,362.0563049316406,375.6642761230469,379.5623245239258,234.37330627441406,352.0550231933594,375.6045227050781,524.7513427734375,238.50001525878906,425.95452880859375,328.5055236816406,293.1812744140625,418.7785949707031,565.9629516601562,418.7785949707031,363.82977294921875,348.454833984375,399.74468994140625,304.46826171875,421.8775329589844
356.8096923828125,450.47779846191406,473.7119140625,331.1278381347656,449.42425537109375,427.2436828613281,353.30841064453125,456.8177490234375,373.59259033203125,364.3987121582031,331.26812744140625,625.0204467773438,352.82568359375,364.3987121582031,334.6063537597656,335.66973876953125,361.9150390625,361.5305480957031,374.658203125,377.98404693603516,235.20521545410156,328.53125,380.28594970703125,520.7628784179688,350.7118225097656,398.7697448730469,309.1451416015625,295.2604064941406,349.8109130859375,552.1854248046875,307.5477294921875,321.1377258300781,347.32220458984375,399.8118591308594,303.96002197265625,420.95452880859375
357.0064697265625,451.9171142578125,474.95367431640625,341.5013427734375,356.69769287109375,428.88055419921875,474.46966552734375,451.67510986328125,368.09503173828125,364.2958984375,314.90765380859375,632.132080078125,368.09503173828125,337.70220947265625,334.2174377441406,335.30133056640625,362.3160705566406,361.7616882324219,373.79437255859375,380.37516021728516,235.3122100830078,358.2779235839844,400.0679626464844,525.4381103515625,236.7068634033203,400.0679626464844,327.8851623535156,293.69329833984375,339.2824401855469,557.7304077148438,419.0634460449219,343.08154296875,346.83612060546875,400.738037109375,304.3026123046875,422.5555419921875
355.1719970703125,472.5113525390625,473.7668151855469,342.28765869140625,357.92022705078125,471.2558898925781,482.9803161621094,451.71527099609375,455.6234130859375,365.7364501953125,314.9307861328125,641.2594604492188,369.64459228515625,338.37957763671875,334.0295715332031,335.1249084472656,362.47515869140625,363.7270202636719,375.13482666015625,380.7308349609375,234.28411865234375,359.12799072265625,402.1174011230469,527.1775512695312,237.97596740722656,402.1174011230469,363.0361022949219,292.6897888183594,339.58734130859375,564.3047485351562,421.65802001953125,343.4954528808594,347.8144226074219,400.36090087890625,304.71527099609375,421.4376220703125
357.77581787109375,476.09625244140625,474.4771728515625,337.749267578125,372.74078369140625,477.71533203125,345.525146484375,353.301025390625,396.06842041015625,361.07696533203125,349.4130859375,438.83587646484375,380.51666259765625,337.749267578125,333.4619140625,337.7001953125,362.0269775390625,365.0614013671875,376.31805419921875,327.34651947021484,235.47779846191406,329.7924499511719,407.5513916015625,419.2152404785156,360.89599609375,438.6549377441406,298.6888732910156,298.6888732910156,345.34423828125,368.67193603515625,423.1031799316406,345.34423828125,348.9013977050781,400.6147766113281,305.63360595703125,422.8392333984375
357.7830810546875,470.4328918457031,473.336181640625,342.11541748046875,357.79217529296875,467.52960205078125,479.19146728515625,455.77203369140625,455.77203369140625,365.630615234375,314.68109130859375,641.93359375,369.5498046875,338.19622802734375,334.4773254394531,335.55438232421875,362.0477294921875,362.913330078125,375.98321533203125,381.0019760131836,233.85691833496094,359.6217956542969,402.7329406738281,528.1470336914062,236.22999572753906,402.7329406738281,363.5409851074219,292.9955139160156,340.0258483886719,565.37939453125,422.3288879394531,343.9450378417969,348.4114990234375,400.3550720214844,304.9005126953125,422.546142578125
356.00146484375,474.21588134765625,475.0433349609375,439.9324951171875,359.2447509765625,473.388427734375,485.19635009765625,453.70849609375,355.30877685546875,111.27757263183594,355.30877685546875,644.6038208007812,371.052734375,339.5648193359375,332.54486083984375,336.78179931640625,360.31463623046875,361.97314453125,378.85638427734375,323.2478561401367,231.36375427246094,70.7330551147461,403.323974609375,415.1319580078125,238.01251220703125,403.323974609375,312.7962646484375,218.33258056640625,419.06793212890625,566.66748046875,419.06793212890625,344.2841796875,349.11407470703125,401.3912048339844,304.1585693359375,422.7077941894531
355.867431640625,475.5253143310547,475.8820495605469,347.1798095703125,359.17877197265625,475.1685791015625,487.16748046875,455.17034912109375,335.18084716796875,367.17803955078125,323.18194580078125,649.1532592773438,371.17767333984375,339.1805419921875,334.298095703125,336.5226135253906,360.17095947265625,364.0561218261719,379.85443115234375,324.5029983520508,232.77952575683594,360.2314147949219,404.2275085449219,416.2264709472656,236.24227905273438,404.2275085449219,312.2356262207031,292.23736572265625,376.22998046875,570.2129516601562,420.22613525390625,344.2327880859375,351.96258544921875,404.5657958984375,304.79962158203125,423.97552490234375
355.68939208984375,474.0196838378906,474.5745849609375,327.973388671875,354.7744140625,473.46478271484375,350.9456787109375,354.7744140625,396.890380859375,362.431884765625,312.658447265625,439.00628662109375,366.26055908203125,361.9703369140625,332.61614990234375,336.82440185546875,361.8665771484375,362.5889892578125,380.79296875,325.8174285888672,236.9306640625,334.301025390625,407.0467529296875,414.7041931152344,361.10211181640625,437.6765441894531,303.6712646484375,299.842529296875,345.7872009277344,368.7595520019531,430.01910400390625,324.3866271972656,352.37030029296875,403.8621826171875,304.26702880859375,425.4732360839844
357.9305419921875,474.27171325683594,474.30804443359375,347.150146484375,359.06439208984375,474.2353820800781,486.1496887207031,454.37835693359375,438.49267578125,108.8652114868164,315.37884521484375,434.521240234375,370.9786376953125,343.1787109375,334.277587890625,336.532470703125,360.2701416015625,363.9246826171875,382.5758361816406,324.43445587158203,233.05235290527344,360.2167663574219,403.90234375,415.8165588378906,237.10287475585938,403.90234375,364.18817138671875,217.2458038330078,336.3882751464844,352.27392578125,419.7879638671875,340.35968017578125,352.578369140625,404.2522277832031,305.2222900390625,425.882080078125
358.7777099609375,473.4985046386719,475.7503967285156,366.00701904296875,358.48992919921875,471.2466125488281,471.2466125488281,354.73138427734375,396.07550048828125,362.24847412109375,358.48992919921875,437.41961669921875,366.00701904296875,362.24847412109375,334.72955322265625,336.9891357421875,361.8317565917969,363.15228271484375,383.0401306152344,326.2882995605469,239.28363037109375,405.77587890625,405.77587890625,413.29296875,244.15794372558594,432.08575439453125,300.53631591796875,300.53631591796875,420.81011962890625,364.4317626953125,428.32720947265625,326.84619140625,353.99920654296875,405.95477294921875,305.122802734375,424.0679626464844
356.69085693359375,471.4842529296875,474.1333923339844,338.18408203125,356.8485107421875,468.8351135253906,468.8351135253906,353.1156005859375,394.1773681640625,132.87527465820312,360.58135986328125,435.2391357421875,364.31427001953125,360.8380126953125,333.8358154296875,338.0264892578125,360.8829345703125,361.51141357421875,382.96270751953125,325.7023391723633,238.8090362548828,337.9378967285156,405.1298828125,412.59564208984375,244.61570739746094,431.26007080078125,300.6090393066406,408.86273193359375,423.7943115234375,364.068115234375,427.52716064453125,324.9764099121094,352.86383056640625,405.80767822265625,307.14453125,423.63299560546875
357.76788330078125,472.4841613769531,474.6752014160156,364.5008239746094,356.9442138671875,470.2931213378906,470.2931213378906,353.1659240722656,394.7272033691406,360.7225341796875,360.7225341796875,436.2884521484375,364.5008239746094,360.7225341796875,334.7030944824219,337.7851867675781,360.84222412109375,361.976318359375,383.26025390625,325.92662811279297,238.3286895751953,405.96795654296875,405.96795654296875,413.5245666503906,243.50115966796875,436.1943359375,300.1756591796875,300.1756591796875,424.85943603515625,368.18499755859375,428.6377258300781,326.62371826171875,354.04296875,406.3157958984375,306.7720642089844,424.4161071777344
356.87030029296875,473.6957550048828,473.9510803222656,345.40692138671875,450.16156005859375,473.4404296875,473.4404296875,353.16650390625,364.805908203125,360.9261169433594,349.2867126464844,438.52215576171875,360.9261169433594,337.6473083496094,334.56634521484375,337.70318603515625,361.16796875,361.4241027832031,382.35638427734375,323.9674758911133,234.4257354736328,363.07177734375,386.3505859375,413.50921630859375,238.91807556152344,432.908203125,312.63433837890625,297.1151123046875,335.91314697265625,366.95159912109375,432.908203125,347.55255126953125,354.593505859375,405.82208251953125,305.683349609375,424.68048095703125
